27,27,-1,-1,-1,-1,-1,-1,-1,27,27,27,27,27,27,27,27,27,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27
27,27,-1,-1,-1,-1,-1,-1,-1,27,27,27,27,27,27,27,27,27,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27
27,27,-1,-1,-1,-1,-1,-1,27,27,27,27,-1,-1,-1,-1,-1,-1,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27
27,27,-1,-1,-1,-1,-1,-1,27,27,27,27,-1,-1,-1,-1,-1,-1,27,27,-1,-1,-1,-1,27,27,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27
27,27,27,-1,-1,-1,-1,-1,-1,-1,27,27,-1,-1,27,27,27,27,27,27,-1,-1,-1,-1,27,27,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27
27,27,27,-1,-1,-1,-1,-1,-1,-1,27,27,-1,-1,27,27,27,27,27,27,-1,-1,-1,-1,-1,-1,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27
27,27,-1,-1,-1,-1,-1,27,27,27,27,27,-1,-1,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27
27,27,-1,-1,-1,-1,27,27,27,27,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27,27,27,27,27,27,-1,-1,-1,-1,-1,27,27,27,27
27,27,-1,-1,-1,-1,27,27,27,27,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27,27,27,27,27,27,27,-1,-1,-1,-1,-1,27,27,27,27
27,27,27,-1,-1,-1,27,27,27,27,27,27,-1,-1,-1,-1,-1,-1,27,27,-1,-1,27,27,27,27,27,27,27,27,-1,-1,-1,-1,-1,27,27,27,27
27,27,27,-1,-1,-1,27,27,27,27,27,27,-1,-1,-1,-1,-1,-1,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27
27,27,-1,-1,-1,-1,27,27,-1,-1,-1,-1,-1,-1,27,27,-1,-1,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27,27,-1,-1,-1,27,27
27,27,-1,-1,-1,-1,27,27,-1,-1,-1,-1,-1,-1,27,27,-1,-1,27,27,-1,-1,-1,-1,27,27,27,27,27,27,27,27,27,27,27,-1,-1,27,27
27,27,-1,-1,-1,-1,27,27,-1,-1,27,27,-1,-1,27,27,-1,-1,27,27,-1,-1,27,27,27,27,27,27,27,27,27,27,27,27,27,-1,-1,27,27
27,27,27,-1,-1,-1,27,27,-1,-1,27,27,-1,-1,27,27,-1,-1,27,27,-1,-1,27,27,27,27,27,27,27,27,27,27,27,27,27,-1,-1,27,27
27,27,27,27,-1,-1,-1,-1,-1,-1,27,27,-1,-1,27,27,-1,-1,-1,-1,-1,-1,27,27,-1,-1,-1,-1,-1,27,27,-1,-1,-1,-1,-1,-1,27,27
27,27,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27
27,27,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27,-1,-1,-1,-1,-1,-1,27,27,-1,-1,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,-1,-1,27,27
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,-1,-1,27,27
